국가	행복도	경제적 여유도	사회 지원	건강	자유	관대함
Iran	4.977	9.636	0.8	66.75	0.57	0.209
Iran	5.004	9.651	0.809	66.9	0.615	0.254
Iraq	4.59	8.982	0.744	60.94	0.386	-0.061
Iraq	4.775	8.979	0.862	60.92	0.431	-0.198
Iraq	5.065	9.009	0.854	60.9	0.419	-0.123
Iraq	4.725	9.047	0.751	60.88	0.347	-0.068
Iraq	4.66	9.133	0.73	60.86	0.315	-0.018
Iraq	4.725	9.159	0.728	60.84		-0.047
Iraq	4.542	9.126	0.725	60.82	0.646	0.002
Iraq	4.493	9.145	0.684	60.8	0.599	0.021
Iraq	4.413	9.25	0.719	61.275	0.666	-0.05
Iraq	4.462	9.208	0.695	61.75	0.628	0.001
Iraq	4.886	9.21	0.764	62.225	0.598	-0.069
Iraq	4.785	9.088	0.708	63.175	0.7	-0.021
Iraq	5.094	9.081	0.73	63.65	0.594	0.006
Iraq	4.928	9.127	0.753	64.125	0.661	0.068
Iraq	5.475	9.093	0.734	64.6	0.658	-0.017
Ireland	7.144	10.985	0.967	69.62	0.943	0.235
Ireland	7.568	10.941	0.983	69.86	0.894	0.315
Ireland	7.046	10.879	0.959	69.98	0.835	0.308
Ireland	7.257	10.89	0.973	70.1	0.856	0.341
Ireland	7.007	10.894	0.977	70.22	0.952	0.376
Ireland	6.965	10.89	0.962	70.34	0.902	0.295
Ireland	6.76	10.896	0.955	70.46	0.884	0.325
Ireland	7.018	10.971	0.968	70.58	0.922	0.257
Ireland	6.83	11.18	0.953	70.7	0.892	0.226
Ireland	7.041	11.189	0.958	70.8	0.875	0.169
Ireland	7.06	11.264	0.943	70.9	0.905	0.21
Ireland	6.962	11.334	0.938	71	0.861	0.138
Ireland	7.255	11.373	0.944	71.1	0.892	0.067
Ireland	7.035	11.423	0.96	71.2	0.882	0
Ireland	6.828	11.54	0.85	71.3	0.846	0.131
Ireland	6.87	11.643	0.906	71.4	0.895	0.138
Ireland	6.817	11.676	0.921	71.5	0.903	0.182
Israel	7.173	10.368	0.927	71.08	0.817	
Israel	6.841	10.408	0.868	71.16	0.683	0.215
Israel	7.261	10.423	0.859	71.24	0.663	0.134
Israel	7.353	10.408	0.937	71.32	0.593	0.167
Israel	7.359	10.444	0.882	71.4	0.561	0.145
Israel	7.433	10.48	0.893	71.48	0.722	0.136
Israel	7.111	10.487	0.903	71.56	0.681	0.147
Israel	7.321	10.512	0.909	71.64	0.739	0.145
Israel	7.401	10.531	0.889	71.72	0.707	0.088
Israel	7.079	10.536	0.864	71.8	0.753	0.103
Israel	7.159	10.56	0.89	71.95	0.772	0.147
Israel	7.331	10.583	0.916	72.1	0.768	0.138
Israel	6.927	10.603	0.91	72.25	0.725	0.048
Israel	7.332	10.625	0.946	72.4	0.834	0.078
Israel	7.195	10.589	0.959	72.55	0.831	-0.059
Israel	7.578	10.655	0.917	72.7	0.82	-0.008
Israel	7.662	10.698	0.954	72.85	0.775	-0.007
Israel	6.783	10.707	0.952	73	0.797	0.146
Italy	6.854	10.698	0.928	70.6	0.802	
Italy	6.574	10.722	0.912	70.8	0.684	0.108
Italy	6.78	10.706	0.88	70.9	0.543	0.044
Italy	6.334	10.647	0.88	71	0.701	0.235
Italy	6.354	10.661	0.872	71.1	0.738	-0.065
Italy	6.057	10.666	0.913	71.2	0.568	-0.023
Italy	5.839	10.633	0.869	71.3	0.57	0.107
Italy	6.009	10.603	0.916	71.4	0.499	-0.108
Italy	6.027	10.594	0.898	71.5	0.624	-0.071
Italy	5.848	10.603	0.909	71.6	0.575	-0.07
Italy	5.955	10.617	0.927	71.675	0.624	-0.086
Italy	6.199	10.635	0.92	71.75	0.633	-0.041
Italy	6.517	10.647	0.913	71.825	0.65	-0.027
Italy	6.445	10.663	0.838	71.9	0.709	-0.088
Italy	6.488	10.574	0.89	71.975	0.718	-0.157
Italy	6.467	10.647	0.886	72.05	0.703	-0.096
Italy	6.258	10.687	0.869	72.125	0.711	0.026
Italy	6.245	10.703	0.851	72.2	0.699	-0.053
Ivory Coast	4.197	8.181	0.667	48.9	0.76	-0.157
Ivory Coast	3.739	8.285	0.709	51.3	0.739	-0.037
Ivory Coast	3.57	8.351	0.711	51.9	0.781	-0.087
Ivory Coast	4.445	8.395	0.704	52.5	0.8	-0.059
Ivory Coast	4.543	8.438	0.617	53.075	0.769	-0.048
Ivory Coast	5.038	8.484	0.661	53.65	0.732	-0.116
Ivory Coast	5.268	8.505	0.621	54.225	0.713	-0.054
Ivory Coast	5.392	8.543	0.679	54.8	0.736	-0.021
Ivory Coast	5.257	8.535	0.613	55.375	0.77	0.012
Ivory Coast	5.056	8.579	0.554	55.95	0.717	-0.004
Ivory Coast	4.849	8.619	0.536	56.525	0.713	-0.009
Ivory Coast	5.337	8.656	0.623	57.1	0.753	-0.057
Jamaica	6.208	9.249	0.909	66.6	0.738	-0.011
Jamaica	5.374	9.193	0.855	66.6	0.796	-0.071
Jamaica	5.709	9.182	0.865	66.6	0.793	-0.029
Jamaica	5.311	9.185	0.874	66.6	0.809	-0.008
Jamaica	5.89	9.209	0.913	66.6	0.861	-0.138
Jamaica	6.309	9.234	0.878	66.6	0.891	-0.146
Jamaica	5.425	9.128	0.87	66.6	0.865	-0.152
Jamaica	5.814	9.17	0.857	66.6	0.731	-0.084
Jamaica	5.87	9.212	0.868	66.6	0.874	-0.091
Japan	6.516	10.552	0.928	72.4	0.868	
Japan	6.238	10.578	0.938	72.64	0.796	-0.097
Japan	5.911	10.566	0.887	72.76	0.772	-0.142
Japan	5.845	10.507	0.888	72.88	0.73	-0.217
Japan	6.057	10.547	0.902	73	0.772	-0.147
Japan	6.263	10.549	0.917	73.12	0.814	-0.059
Japan	5.968	10.565	0.905	73.24	0.753	
Japan	5.959	10.586	0.924	73.36	0.821	-0.154
Japan	5.923	10.59	0.9	73.48	0.838	-0.146
Japan	5.88	10.607	0.923	73.6	0.832	-0.162
Japan	5.955	10.615	0.9	73.725	0.836	-0.069
Japan	5.911	10.632	0.882	73.85	0.849	-0.213
Japan	5.794	10.64	0.886	73.975	0.773	-0.268
Japan	5.908	10.637	0.878	74.1	0.806	-0.261
Japan	6.118	10.596	0.887	74.225	0.806	-0.266
Japan	6.091	10.622	0.896	74.35	0.801	-0.213
Japan	6.178	10.637	0.899	74.475	0.789	-0.237
Japan	5.91	10.654	0.842	74.6	0.777	-0.222
Jordan	6.295	9.283	0.92	65.8		
Jordan	5.598	9.308	0.841	66.16	0.646	-0.117
Jordan	4.93	9.354	0.766	66.34		-0.134
Jordan	6	9.381	0.899	66.52	0.771	-0.083
Jordan	5.57	9.382	0.918	66.7	0.788	-0.057
Jordan	5.539	9.383	0.878	66.88	0.76	-0.155
Jordan	5.132	9.393	0.829	67.06	0.693	-0.175
Jordan	5.172	9.354	0.84	67.24	0.692	-0.131
Jordan	5.333	9.269	0.816	67.42	0.729	-0.113
Jordan	5.405	9.202	0.83	67.6	0.767	-0.051
Jordan	5.271	9.173	0.82	67.6	0.771	-0.042
Jordan	4.808	9.173	0.815	67.6	0.766	-0.156
Jordan	4.639	9.168	0.8	67.6	0.762	-0.189
Jordan	4.453	9.163	0.793	67.6	0.726	-0.168
Jordan	4.094	9.125	0.709	67.6	0.779	-0.154
Jordan	3.909	9.127	0.703	67.6	0.773	-0.148
Jordan	4.356	9.14	0.774	67.6	0.759	-0.156
Jordan	4.292	9.151	0.721	67.6	0.754	-0.143
Kazakhstan	5.476	9.804	0.872	58	0.731	-0.28
Kazakhstan	5.719	9.878	0.861	58.6	0.806	-0.251
Kazakhstan	5.886	9.892	0.839	59.2	0.727	-0.226
Kazakhstan	5.383	9.884	0.893	59.8	0.856	-0.255
Kazakhstan	5.514	9.94	0.904	60.4	0.785	-0.221
Kazakhstan	5.736	9.997	0.905	61	0.878	-0.241
Kazakhstan	5.759	10.03	0.892	61.6	0.84	-0.177
Kazakhstan	5.835	10.074	0.889	62.2	0.782	-0.235
Kazakhstan	5.97	10.101	0.795	62.8	0.799	-0.002
Kazakhstan	5.95	10.098	0.931	63.4	0.74	-0.043
Kazakhstan	5.534	10.095	0.928	63.8	0.783	-0.042
Kazakhstan	5.882	10.121	0.914	64.2	0.745	-0.041
Kazakhstan	6.008	10.148	0.937	64.6	0.84	-0.104
Kazakhstan	6.272	10.179	0.951	65	0.852	-0.061
Kazakhstan	6.168	10.141	0.966	65.4	0.872	-0.062
Kazakhstan	6.26	10.17	0.906	65.8	0.807	0.034
Kazakhstan	6.006	10.169	0.923	66.2	0.883	0.022
Kazakhstan	6.299	10.172	0.929	66.6	0.901	0.05
Kenya	4.223	8.164	0.909	51.42	0.616	-0.034
Kenya	4.576	8.201	0.841	51.94	0.75	0.04
Kenya	4.015	8.173	0.827	52.46	0.62	-0.026
Kenya	4.27	8.176	0.789	52.98	0.584	0.086
Kenya	4.256	8.226	0.805	53.5	0.635	0.005
Kenya	4.405	8.249	0.846	54.02	0.709	0.009
Kenya	4.547	8.269	0.831	54.54	0.628	0.053
Kenya	3.795	8.282	0.825	55.06	0.708	0.201
Kenya	4.905	8.308	0.765	55.58	0.819	0.161
Kenya	4.358	8.334	0.777	56.1	0.793	0.209
Kenya	4.396	8.353	0.706	56.5	0.749	0.288
Kenya	4.476	8.369	0.715	56.9	0.853	0.225
Kenya	4.656	8.404	0.707	57.3	0.821	0.282
Kenya	4.619	8.434	0.676	57.7	0.818	0.3
Kenya	4.547	8.411	0.674	58.1	0.702	0.251
Kenya	4.465	8.465	0.702	58.5	0.678	0.313
Kenya	4.448	8.493	0.691	58.9	0.706	0.292
Kenya	4.496	8.523	0.703	59.3	0.736	0.316
Kosovo	5.104		0.848		0.381	
Kosovo	5.522	8.858	0.884			0.094
Kosovo	5.891	8.899	0.83		0.506	0.203
Kosovo	5.177	8.94	0.708		0.451	0.171
Kosovo	4.86	8.992	0.759		0.589	0.004
Kosovo	5.64	9	0.757		0.636	0.028
Kosovo	6.126	9.046	0.721		0.568	0.114
Kosovo	5	9.082	0.706		0.441	0.01
Kosovo	5.077	9.153	0.805		0.561	0.177
Kosovo	5.759	9.213	0.824		0.827	0.12
Kosovo	6.149	9.253	0.792		0.858	0.112
Kosovo	6.392	9.283	0.822		0.89	0.264
Kosovo	6.425	9.334	0.843		0.841	0.242
Kosovo	6.294	9.279	0.792		0.88	0.302
Kosovo	6.648	9.383	0.849		0.84	0.258
Kosovo	6.16	9.431	0.888		0.865	0.208
Kosovo	6.878	9.48	0.807		0.9	0.285
Kuwait	6.076	11.233	0.919	68.4	0.769	-0.242
Kuwait	6.585	11.074	0.926	69	0.819	0
Kuwait	6.798	10.998	0.893	69.2	0.703	-0.039
Kuwait	6.378	11.024	0.882	69.4	0.769	
Kuwait	6.221	11.012	0.889	69.6	0.934	
Kuwait	6.48	10.952	0.862	69.8	0.751	
Kuwait	6.18	10.926		70		
Kuwait	6.146	10.893	0.823	70.2	0.822	0.077
Kuwait	5.947	10.887	0.845	70.175	0.841	-0.08
Kuwait	6.094	10.82	0.853	70.15	0.884	-0.01
Kuwait	6.106	10.765	0.842	70.1	0.867	-0.106
Kuwait	6.758	10.803	0.874	70.025	0.969	0.142
Kuwait	7.13	10.812	0.89	70	0.898	0.136
Kyrgyzstan	4.641	8.185	0.844	59.92	0.678	-0.145
Kyrgyzstan	4.698	8.258	0.833	60.34	0.684	-0.097
Kyrgyzstan	4.737	8.329	0.792	60.76	0.719	-0.105
Kyrgyzstan	5.069	8.345	0.855	61.18	0.699	-0.145
Kyrgyzstan	4.996	8.329	0.885	61.6	0.72	-0.077
Kyrgyzstan	4.921	8.374	0.891	62.02	0.748	-0.16
Kyrgyzstan	5.208	8.357	0.856	62.44	0.703	-0.084
Kyrgyzstan	5.402	8.441	0.851	62.86	0.755	-0.09
Kyrgyzstan	5.252	8.46	0.898	63.28	0.736	0.35
Kyrgyzstan	4.905	8.477	0.857	63.7	0.813	0.194
Kyrgyzstan	4.857	8.5	0.914	64.225	0.814	0.051
Kyrgyzstan	5.63	8.526	0.883	64.75	0.859	0.138
Kyrgyzstan	5.297	8.543	0.898	65.275	0.945	0.262
Kyrgyzstan	5.685	8.568	0.877	65.8	0.92	-0.008
Kyrgyzstan	6.25	8.461	0.902	66.325	0.935	0.101
Kyrgyzstan	5.564	8.504	0.904	66.85	0.918	0.199
Kyrgyzstan	5.668	8.555	0.927	67.375	0.948	0.23
Kyrgyzstan	5.91	8.573	0.946	67.9	0.943	0.145
Laos	5.076	8.234	0.807	55.88	0.925	0.435
Laos	5.364	8.291	0.79	56.26	0.867	0.474
Laos	5.044	8.351	0.807	56.64	0.886	0.412
Laos	4.704	8.538	0.691	57.78	0.882	0.454
Laos	4.876	8.601	0.693	58.16		0.227
Laos	4.623	8.883	0.707	59.9	0.891	0.068
Laos	4.859	8.929	0.705	60.2	0.907	0.136
Laos	5.197	8.967	0.729	60.5	0.906	0.055
Laos	5.284	8.957	0.66	60.8	0.915	0.136
Laos	4.927	8.968	0.65	61.1	0.927	0.037
Laos	4.962	8.981	0.659	61.4	0.891	0.091
Laos	5.486	9.005	0.678	61.7	0.904	0.099
Latvia	4.71	10.042	0.884	63.1	0.641	-0.236
Latvia	4.667	10.145	0.836	63.4	0.7	-0.173
Latvia	5.145	10.123	0.855	63.7	0.63	-0.21
Latvia	4.669	9.985	0.807	64	0.437	-0.187
Latvia	4.967	10.004	0.836	64.6	0.564	-0.006
Latvia	5.125	10.085	0.851	64.9	0.564	-0.044
Latvia	5.07	10.115	0.834	65.2	0.631	-0.079
Latvia	5.729	10.143	0.881	65.5	0.671	-0.049
Latvia	5.881	10.19	0.879	65.8	0.656	-0.084
Latvia	5.94	10.222	0.917	65.9	0.685	-0.163
Latvia	5.978	10.264	0.895	66	0.7	-0.161
Latvia	5.901	10.311	0.913	66.1	0.608	-0.218
Latvia	5.97	10.343	0.936	66.2	0.698	-0.2
Latvia	6.229	10.328	0.928	66.3	0.82	-0.086
Latvia	6.353	10.376	0.954	66.4	0.815	-0.104
Latvia	6.055	10.396	0.928	66.5	0.817	0.018
Latvia	6.296	10.408	0.932	66.6	0.816	0.059
Lebanon	5.491	9.571	0.796	65.1	0.703	
Lebanon	4.653	9.57	0.853	65.16	0.67	0.064
Lebanon	4.595	9.711	0.717	65.28	0.524	0.031
Lebanon	5.206	9.796	0.736	65.34	0.665	0.067
Lebanon	5.032	9.864	0.721	65.4	0.678	0.068
Lebanon	5.188	9.862	0.733	65.46	0.657	-0.002
Lebanon	4.573	9.862	0.713	65.52	0.621	-0.016
Lebanon	4.983	9.807	0.708	65.58	0.655	-0.012
Lebanon	5.233	9.732	0.759	65.64	0.657	-0.017
Lebanon	5.172	9.717	0.742	65.7	0.597	0.066
Lebanon	5.271	9.754	0.828	65.775	0.657	0.021
Lebanon	5.154	9.787	0.777	65.85	0.605	-0.088
Lebanon	5.167	9.795	0.829	65.925	0.607	-0.081
Lebanon	4.024	9.752	0.866	66	0.447	-0.098
Lebanon	2.634	9.532	0.547	66.075	0.552	-0.139
Lebanon	2.179	9.472	0.507	66.15	0.423	-0.164
Lebanon	2.352	9.458	0.535	66.225	0.45	-0.13
Lebanon	3.588	9.471	0.686	66.3	0.499	-0.102
Lesotho	4.898	7.785	0.824	41.52	0.618	-0.093
Lesotho	3.808	7.897	0.798	42.25	0.729	-0.1
Lesotho	3.795	7.852	0.769	42.9	0.757	-0.144
Lesotho	3.512	7.805	0.79	44.2	0.716	-0.127
Lesotho	3.186	7.733	0.68	46.15	0.709	-0.102
Liberia	3.701	7.179	0.594	51.86	0.79	0.111
Liberia	4.221	7.207	0.619	51.94	0.724	-0.038
Liberia	4.196	7.257	0.827	52.1	0.819	-0.043
Liberia	4.571	7.386	0.708	52.42	0.59	-0.035
Liberia	2.702	7.366	0.638	52.5	0.671	-0.067
Liberia	3.355	7.33	0.643	53.1	0.763	0.028
Liberia	4.424	7.335	0.685	53.7	0.733	-0.018
Liberia	4.135	7.328	0.727	54.3	0.766	0.044
Liberia	5.121	7.283	0.712	54.9	0.706	0.044
Liberia	4.042	7.287	0.597	56.7	0.732	0.15
Liberia	4.494	7.309	0.63	57.3	0.72	0.039
Libya	5.754	10.38	0.855	65.14	0.712	-0.076
Libya	5.615	9.858	0.868	64.3	0.775	-0.089
Libya	5.434	9.828	0.876	64.525	0.822	-0.135
Libya	5.647	10.095	0.823	64.75	0.779	-0.068
Libya	5.494	10.156	0.824	64.975	0.781	-0.146
Libya	5.33	10.023	0.827	65.2	0.762	-0.107
Libya	5.76	9.893	0.813	65.875	0.761	-0.043
Libya	5.97		0.748	66.1	0.762	
Lithuania	5.954	10.042	0.93	63.5	0.567	-0.301
Lithuania	5.808	10.16	0.941	63.7	0.59	-0.287
Lithuania	5.554	10.196	0.914	63.9	0.621	-0.265
Lithuania	5.467	10.046	0.933	64.1	0.496	-0.309
Lithuania	5.066	10.083	0.882	64.3	0.519	-0.281
Lithuania	5.432	10.165	0.911	64.5	0.566	-0.154
Lithuania	5.771	10.216	0.919	64.7	0.503	-0.279
Lithuania	5.596	10.261	0.913	64.9	0.556	-0.242
Lithuania	6.126	10.304	0.908	65.1	0.508	-0.269
Lithuania	5.711	10.334	0.929	65.3	0.641	-0.259
Lithuania	5.866	10.371	0.938	65.65	0.614	-0.272
Lithuania	6.273	10.427	0.926	66	0.749	-0.179
Lithuania	6.309	10.476	0.929	66.35	0.699	-0.243
Lithuania	6.064	10.524	0.918	66.7	0.78	-0.258
Lithuania	6.391	10.523	0.953	67.05	0.824	-0.129
Lithuania	6.865	10.579	0.928	67.4	0.707	-0.121
Lithuania	7.038	10.586	0.937	67.75	0.71	-0.192
Lithuania	6.553	10.575	0.881	68.1	0.734	-0.232
Luxembourg	6.958	11.628	0.939	70.3	0.939	0.116
Luxembourg	7.097	11.647	0.952	70.5	0.908	0.086
Luxembourg	7.101	11.635	0.934	70.7	0.962	0.097
Luxembourg	6.964	11.627	0.914	70.9	0.917	0.048
Luxembourg	7.131	11.636	0.917	71.1	0.79	-0.065
Luxembourg	6.891	11.638	0.875	71.3	0.938	0.097
Luxembourg	6.702	11.637	0.934	71.5	0.932	0.044
Luxembourg	6.967	11.664	0.941	71.525	0.882	0.011
Luxembourg	7.061	11.653	0.905	71.55	0.903	0.036
Luxembourg	7.243	11.645	0.902	71.575	0.884	-0.028
Luxembourg	7.404	11.649	0.912	71.6	0.93	-0.051
Luxembourg	7.228	11.657	0.878	71.675	0.915	0.023
Luxembourg	7.016	11.649	0.879	71.7	0.911	0.033
Madagascar	3.98	7.351	0.711	54.14		-0.042
Madagascar	4.64	7.413	0.776	54.62	0.332	-0.103
Madagascar	4.381	7.309	0.818	55.34	0.546	-0.065
Madagascar	3.551	7.311	0.673	55.58	0.487	-0.058
Madagascar	3.816	7.307	0.673	55.82	0.48	-0.022
Madagascar	3.676	7.314	0.655	56.06	0.529	-0.026
Madagascar	3.593	7.319	0.647	56.3	0.545	-0.044
Madagascar	3.663	7.332	0.746	56.55	0.57	-0.072
Madagascar	4.079	7.345	0.626	56.8	0.57	-0.037
Madagascar	4.071	7.351	0.666	57.05	0.551	0
Madagascar	4.339	7.369	0.701	57.3	0.55	-0.015
Madagascar	4.019	7.315	0.642	58.05	0.523	0.07
Madagascar	4.433	7.333	0.692	58.3	0.504	0.096
Malawi	3.83	7.015	0.554	45.36	0.767	0.171
Malawi	4.891	7.078	0.6	46.42	0.91	0.173
Malawi	5.148	7.174	0.718	48.54	0.879	0.147
Malawi	3.946	7.231	0.613	50.66	0.733	0.07
Malawi	4.279	7.221	0.604	51.72	0.637	0.14
Malawi	4.035	7.246	0.563	52.78	0.752	0.049
Malawi	4.563	7.273	0.512	53.84	0.786	0.032
Malawi	3.868	7.273	0.494	54.9	0.801	0.029
Malawi	3.476	7.27	0.524	55.45	0.81	0.037
Malawi	3.417	7.283	0.555	56	0.848	-0.004
Malawi	3.335	7.299	0.528	56.55	0.799	0.043
Malawi	3.869	7.325	0.549	57.1	0.765	-0.027
Malawi	3.635	7.307	0.558	58.2	0.757	-0.014
Malawi	3.356	7.291	0.503	58.75	0.744	0.017
Malawi	3.272	7.279	0.47	59.3	0.738	0.014
Malaysia	6.012	9.827	0.866	65.08	0.837	0.196
Malaysia	6.239	9.867	0.871	65.16	0.844	0.085
Malaysia	5.807	9.893	0.803	65.24	0.78	0.04
Malaysia	5.385	9.858	0.792	65.32	0.874	-0.013
Malaysia	5.58	9.912	0.839	65.4	0.769	0.028
Malaysia	5.786	9.948	0.77	65.48	0.84	-0.021
Malaysia	5.914	9.985	0.841	65.56	0.848	0.013
Malaysia	5.77	10.015	0.831	65.64	0.791	0.26
Malaysia	5.963	10.057	0.863	65.72	0.808	0.235
Malaysia	6.322	10.092	0.818	65.8	0.675	0.218
Malaysia	5.339	10.197	0.789	65.725	0.875	0.123
Malaysia	5.428	10.228	0.842	65.7	0.916	0.119
Malaysia	6.014	10.159	0.797	65.675	0.878	0.096
Malaysia	6.01	10.179	0.794	65.65	0.878	0.218
Malaysia	6.048	10.251	0.815	65.625	0.957	0.208
Malaysia	5.868	10.283	0.779	65.6	0.965	0.154
Maldives	5.198	9.893	0.913	69.775	0.855	0.013
Mali	4.014	7.561	0.761	49.94	0.555	-0.075
Mali	4.115	7.576	0.747	50.62	0.495	-0.015
Mali	3.977	7.591	0.733	50.96	0.634	0.005
Mali	3.762	7.61	0.751	51.3	0.749	-0.031
Mali	4.667	7.609	0.796	51.64	0.823	-0.103
Mali	4.313	7.572	0.823	51.98	0.704	-0.091
Mali	3.676	7.565	0.82	52.32	0.665	-0.056
Mali	3.975	7.602	0.843	52.66	0.652	-0.04
Mali	4.582	7.631	0.83	53	0.634	-0.07
Mali	4.016	7.655	0.836	53.4	0.696	-0.072
Mali	4.742	7.675	0.741	53.8	0.753	-0.072
Mali	4.416	7.69	0.692	54.2	0.737	-0.036
Mali	4.988	7.705	0.755	54.6	0.67	-0.04
Mali	4.269	7.661	0.568	55	0.645	-0.069
Mali	4.113	7.659	0.573	55.4	0.673	-0.004
Mali	4.211	7.665	0.642	55.8	0.818	-0.024
Mali	4.37	7.673	0.641	56.2	0.776	-0.043
Malta	6.328	10.353	0.916	70.22	0.803	0.456
Malta	5.774	10.402	0.908	70.4	0.802	0.278
Malta	6.155	10.402	0.923	70.58	0.882	0.288
Malta	5.963	10.433	0.922	70.76	0.861	0.343
Malta	6.38	10.473	0.942	70.94	0.909	0.4
Malta	6.452	10.526	0.941	71.12	0.904	0.395
Malta	6.613	10.594	0.919	71.3	0.912	0.339
Malta	6.591	10.604	0.93	71.35	0.916	0.339
Malta	6.676	10.681	0.937	71.4	0.924	0.244
Malta	6.91	10.705	0.932	71.45	0.927	0.17
Malta	6.733	10.734	0.922	71.5	0.924	0.077
Malta	6.157	10.622	0.938	71.55	0.931	-0.005
Malta	6.444	10.727	0.897	71.6	0.889	0.239
Malta	6.299	10.784	0.932	71.65	0.838	0.246
Malta	6.295		0.912	71.7	0.851	
Mauritania	4.149	8.528	0.682	56.5	0.573	-0.077
Mauritania	4.248	8.5	0.67	56.8	0.593	-0.023
Mauritania	4.5	8.474	0.819	57.1	0.735	0.034
Mauritania	4.772	8.471	0.857	57.4	0.669	0.05
Mauritania	4.785	8.482	0.75	57.7	0.567	0.047
Mauritania	4.673	8.494	0.763	58	0.487	-0.026
Mauritania	4.199	8.506	0.741	58.3	0.603	-0.084
Mauritania	4.483	8.521	0.853	58.6	0.468	-0.06
Mauritania	3.923	8.547	0.875	58.9	0.447	0.05
Mauritania	4.472	8.533	0.785	59.125	0.467	-0.181
Mauritania	4.678	8.568	0.779	59.35	0.527	-0.161
Mauritania	4.314	8.588	0.802	59.575	0.467	-0.121
Mauritania	4.153	8.614	0.798	59.8	0.628	-0.111
Mauritania	4.724	8.602	0.648	60.475	0.624	-0.016
Mauritania	4.292	8.62	0.606	60.7	0.54	0.018
Mauritius	5.477	9.797	0.8	63.52	0.848	0.184
Mauritius	5.648	9.895	0.785	63.88	0.824	0.168
Mauritius	5.61	9.968	0.836	63.975	0.819	0.131
Mauritius	6.174	10.005	0.91	63.95	0.912	0.079
Mauritius	5.882	10.044	0.909	63.925	0.867	-0.081
Mauritius	6.241	10.072	0.913	63.9	0.893	-0.061
Mauritius	6.015	9.914	0.893	63.875	0.843	-0.038
Mauritius	5.949	9.948	0.887	63.85	0.802	-0.013
Mauritius	5.741	10.034	0.887	63.825	0.798	-0.042
Mauritius	5.759	10.083	0.868	63.8	0.797	-0.002
Mexico	6.581	9.792	0.903	64.4	0.814	
Mexico	6.525	9.831	0.879	64.68	0.67	-0.101
Mexico	6.829	9.83	0.876	64.82	0.677	-0.134
Mexico	6.963	9.764	0.868	64.96	0.682	-0.082
Mexico	6.802	9.8	0.876	65.1	0.778	-0.055
Mexico	6.91	9.822	0.824	65.24	0.831	-0.106
Mexico	7.32	9.844	0.767	65.38	0.788	-0.099
Mexico	7.443	9.844	0.759	65.52	0.739	-0.171
Mexico	6.68	9.86	0.782	65.66	0.779	-0.101
Mexico	6.236	9.88	0.761	65.8	0.719	-0.158
Mexico	6.824	9.895	0.893	65.8	0.752	-0.16
Mexico	6.41	9.905	0.8	65.8	0.861	-0.208
Mexico	6.55	9.917	0.858	65.8	0.816	-0.186
Mexico	6.432	9.907	0.852	65.8	0.903	-0.148
Mexico	5.964	9.816	0.779	65.8	0.873	-0.128
Mexico	5.991	9.857	0.779	65.8	0.837	-0.037
Mexico	7.038	9.881	0.858	65.8	0.861	-0.123
Mexico	7.006	9.9	0.868	65.8	0.87	-0.124
Moldova	5.102	8.922	0.812	59.48	0.554	-0.169
Moldova	4.775	8.954	0.804	59.86	0.696	-0.19
Moldova	5.503	9.031	0.872	60.24	0.641	-0.06
Moldova	5.554	8.97	0.856	60.62	0.551	-0.103
Moldova	5.59	9.04	0.847	61	0.598	-0.093
Moldova	5.792	9.097	0.869	61.38	0.628	-0.086
Moldova	5.996	9.091	0.826	61.76	0.602	-0.054
Moldova	5.756	9.178	0.803	62.14	0.658	-0.073
Moldova	5.917	9.227	0.805	62.52	0.623	-0.118
Moldova	6.017	9.232	0.84	62.9	0.595	-0.094
Moldova	5.578	9.289	0.837	63.3	0.557	-0.052
Moldova	5.326	9.347	0.831	63.7	0.553	-0.057
Moldova	5.682	9.404	0.892	64.1	0.824	-0.089
Moldova	5.803	9.455	0.809	64.5	0.784	-0.097
Moldova	5.812	9.38	0.874	64.9	0.859	-0.058
Moldova	5.959	9.518	0.88	65.3	0.833	-0.096
Moldova	5.687	9.465	0.817	65.7	0.829	-0.084
Moldova	5.801	9.492	0.842	66.1	0.844	-0.157
Mongolia	4.609	8.827	0.881	56.54	0.781	0.059
Mongolia	4.493	8.902	0.92	56.96	0.484	0.062
Mongolia	4.586	8.925	0.904	57.8	0.631	0.093
Mongolia	5.031	9.069	0.948	58.22	0.7	0.145
Mongolia	4.885	9.168	0.919	58.64	0.688	0.1
Mongolia	4.913	9.26	0.935	59.06	0.748	0.13
Mongolia	4.825	9.315	0.943	59.48	0.752	0.14
Mongolia	4.983	9.318	0.906	59.9	0.686	0.167
Mongolia	5.057	9.311	0.947	60	0.76	0.083
Mongolia	5.334	9.344	0.924	60.1	0.675	0.112
Mongolia	5.465	9.397	0.942	60.2	0.696	0.048
Mongolia	5.563	9.43	0.946	60.3	0.711	0.142
Mongolia	6.011	9.365	0.918	60.4	0.718	0.138
Mongolia	5.721	9.365	0.927	60.5	0.667	0.215
Mongolia	5.788	9.397	0.951	60.6	0.717	0.211
Mongolia	5.58	9.433	0.938	60.7	0.699	0.22
Montenegro	5.196	9.696	0.832	65.96	0.512	-0.139
Montenegro	4.801	9.702	0.816	66.12	0.556	-0.107
Montenegro	5.455	9.727	0.805	66.2	0.552	-0.212
Montenegro	5.223	9.758	0.818	66.28	0.546	-0.232
