일자	축제 명	성별	연령대	현지인 관광객 수(성별_연령)	외지인 관광객 수(성별_연령)	국적명	외국인 관광객 수(국적)	시간대	현지인 관광객 수(시간대)	외지인 관광객 수(시간대)	외국인 관광객 수(시간대)
2019-09-26	보은대추축제	남자	10대	634	125						
2019-09-26	보은대추축제	남자	10대이하	19	2						
2019-09-26	보은대추축제	남자	20대	272	317						
2019-09-26	보은대추축제	남자	30대	476	267						
2019-09-26	보은대추축제	남자	40대	652	311						
2019-09-26	보은대추축제	남자	50대	936	514						
2019-09-26	보은대추축제	남자	60대	539	330						
2019-09-26	보은대추축제	남자	70대이상	318	81						
2019-09-26	보은대추축제	여자	10대	310	191						
2019-09-26	보은대추축제	여자	10대이하	39	24						
2019-09-26	보은대추축제	여자	20대	255	227						
2019-09-26	보은대추축제	여자	30대	396	176						
2019-09-26	보은대추축제	여자	40대	598	254						
2019-09-26	보은대추축제	여자	50대	875	262						
2019-09-26	보은대추축제	여자	60대	609	190						
2019-09-26	보은대추축제	여자	70대이상	257	65						
2019-09-26	보은대추축제					독일	2				
2019-09-26	보은대추축제					말레이시아	3				
2019-09-26	보은대추축제					미국	1				
2019-09-26	보은대추축제							새벽	959	508	0
2019-09-26	보은대추축제							야간	667	376	1
2019-09-26	보은대추축제							오전	1397	611	2
2019-09-26	보은대추축제							오후	1571	731	0
2019-09-26	보은대추축제							저녁	1254	479	1
2019-09-26	보은대추축제							점심	1337	631	2
2019-09-27	보은대추축제	남자	10대	607	159						
2019-09-27	보은대추축제	남자	10대이하	11	2						
2019-09-27	보은대추축제	남자	20대	314	466						
2019-09-27	보은대추축제	남자	30대	491	279						
2019-09-27	보은대추축제	남자	40대	672	631						
2019-09-27	보은대추축제	남자	50대	996	829						
2019-09-27	보은대추축제	남자	60대	615	529						
2019-09-27	보은대추축제	남자	70대이상	293	107						
2019-09-27	보은대추축제	여자	10대	363	170						
2019-09-27	보은대추축제	여자	10대이하	29	12						
2019-09-27	보은대추축제	여자	20대	215	263						
2019-09-27	보은대추축제	여자	30대	441	204						
2019-09-27	보은대추축제	여자	40대	614	396						
2019-09-27	보은대추축제	여자	50대	938	538						
2019-09-27	보은대추축제	여자	60대	692	288						
2019-09-27	보은대추축제	여자	70대이상	179	118						
2019-09-27	보은대추축제					미국	1				
2019-09-27	보은대추축제							새벽	908	649	0
2019-09-27	보은대추축제							야간	818	788	0
2019-09-27	보은대추축제							오전	1280	620	0
2019-09-27	보은대추축제							오후	1656	1127	0
2019-09-27	보은대추축제							저녁	1527	979	1
2019-09-27	보은대추축제							점심	1281	828	0
2019-09-28	보은대추축제	남자	10대	426	273						
2019-09-28	보은대추축제	남자	10대이하	29	20						
2019-09-28	보은대추축제	남자	20대	318	495						
2019-09-28	보은대추축제	남자	30대	412	559						
2019-09-28	보은대추축제	남자	40대	730	1236						
2019-09-28	보은대추축제	남자	50대	1033	1613						
2019-09-28	보은대추축제	남자	60대	479	936						
2019-09-28	보은대추축제	남자	70대이상	219	230						
2019-09-28	보은대추축제	여자	10대	415	366						
2019-09-28	보은대추축제	여자	10대이하	59	85						
2019-09-28	보은대추축제	여자	20대	212	421						
2019-09-28	보은대추축제	여자	30대	302	516						
2019-09-28	보은대추축제	여자	40대	581	850						
2019-09-28	보은대추축제	여자	50대	824	1301						
2019-09-28	보은대추축제	여자	60대	523	600						
2019-09-28	보은대추축제	여자	70대이상	129	211						
2019-09-28	보은대추축제					태국	4				
2019-09-28	보은대추축제							새벽	902	1468	0
2019-09-28	보은대추축제							야간	821	1189	0
2019-09-28	보은대추축제							오전	1072	1485	0
2019-09-28	보은대추축제							오후	1447	2206	2
2019-09-28	보은대추축제							저녁	1332	1477	0
2019-09-28	보은대추축제							점심	1117	1887	2
2019-09-29	보은대추축제	남자	10대	423	255						
2019-09-29	보은대추축제	남자	10대이하	28	48						
2019-09-29	보은대추축제	남자	20대	322	467						
2019-09-29	보은대추축제	남자	30대	321	595						
2019-09-29	보은대추축제	남자	40대	676	992						
2019-09-29	보은대추축제	남자	50대	831	1378						
2019-09-29	보은대추축제	남자	60대	318	960						
2019-09-29	보은대추축제	남자	70대이상	211	206						
2019-09-29	보은대추축제	여자	10대	323	230						
2019-09-29	보은대추축제	여자	10대이하	28	60						
2019-09-29	보은대추축제	여자	20대	201	487						
2019-09-29	보은대추축제	여자	30대	357	600						
2019-09-29	보은대추축제	여자	40대	438	798						
2019-09-29	보은대추축제	여자	50대	617	1185						
2019-09-29	보은대추축제	여자	60대	401	511						
2019-09-29	보은대추축제	여자	70대이상	83	148						
2019-09-29	보은대추축제					대만	5				
2019-09-29	보은대추축제					미국	1				
2019-09-29	보은대추축제					중국	4				
2019-09-29	보은대추축제					태국	12				
2019-09-29	보은대추축제							새벽	1007	2372	0
2019-09-29	보은대추축제							야간	577	335	0
2019-09-29	보은대추축제							오전	937	2006	2
2019-09-29	보은대추축제							오후	1171	1708	3
2019-09-29	보은대추축제							저녁	999	594	1
2019-09-29	보은대추축제							점심	887	1905	16
2019-09-30	보은대추축제	남자	10대	643	100						
2019-09-30	보은대추축제	남자	10대이하	27	3						
2019-09-30	보은대추축제	남자	20대	315	178						
2019-09-30	보은대추축제	남자	30대	406	203						
2019-09-30	보은대추축제	남자	40대	704	350						
2019-09-30	보은대추축제	남자	50대	908	445						
2019-09-30	보은대추축제	남자	60대	569	517						
2019-09-30	보은대추축제	남자	70대이상	311	152						
2019-09-30	보은대추축제	여자	10대	303	101						
2019-09-30	보은대추축제	여자	10대이하	17	19						
2019-09-30	보은대추축제	여자	20대	257	200						
2019-09-30	보은대추축제	여자	30대	426	129						
2019-09-30	보은대추축제	여자	40대	603	299						
2019-09-30	보은대추축제	여자	50대	802	427						
2019-09-30	보은대추축제	여자	60대	573	382						
2019-09-30	보은대추축제	여자	70대이상	278	115						
2019-09-30	보은대추축제					말레이시아	3				
2019-09-30	보은대추축제					미국	2				
2019-09-30	보은대추축제					일본	5				
2019-09-30	보은대추축제					중국	3				
2019-09-30	보은대추축제							새벽	873	558	0
2019-09-30	보은대추축제							야간	700	455	5
2019-09-30	보은대추축제							오전	1352	489	0
2019-09-30	보은대추축제							오후	1560	829	3
2019-09-30	보은대추축제							저녁	1309	592	2
2019-09-30	보은대추축제							점심	1348	697	3
2019-10-01	보은대추축제	남자	10대	512	278						
2019-10-01	보은대추축제	남자	10대이하	37	6						
2019-10-01	보은대추축제	남자	20대	326	300						
2019-10-01	보은대추축제	남자	30대	442	255						
2019-10-01	보은대추축제	남자	40대	609	279						
2019-10-01	보은대추축제	남자	50대	910	372						
2019-10-01	보은대추축제	남자	60대	599	404						
2019-10-01	보은대추축제	남자	70대이상	332	236						
2019-10-01	보은대추축제	여자	10대	244	29						
2019-10-01	보은대추축제	여자	10대이하	23	0						
2019-10-01	보은대추축제	여자	20대	246	187						
2019-10-01	보은대추축제	여자	30대	359	88						
2019-10-01	보은대추축제	여자	40대	631	289						
2019-10-01	보은대추축제	여자	50대	808	494						
2019-10-01	보은대추축제	여자	60대	556	461						
2019-10-01	보은대추축제	여자	70대이상	232	201						
2019-10-01	보은대추축제					기타	2				
2019-10-01	보은대추축제					독일	0				
2019-10-01	보은대추축제					미국	0				
2019-10-01	보은대추축제					일본	32				
2019-10-01	보은대추축제					중국	1				
2019-10-01	보은대추축제					홍콩	0				
2019-10-01	보은대추축제							새벽	726	568	8
2019-10-01	보은대추축제							야간	703	469	5
2019-10-01	보은대추축제							오전	1193	557	8
2019-10-01	보은대추축제							오후	1589	817	5
2019-10-01	보은대추축제							저녁	1445	583	4
2019-10-01	보은대추축제							점심	1210	885	5
2019-10-02	보은대추축제	남자	10대	494	273						
2019-10-02	보은대추축제	남자	10대이하	38	5						
2019-10-02	보은대추축제	남자	20대	326	199						
2019-10-02	보은대추축제	남자	30대	409	227						
2019-10-02	보은대추축제	남자	40대	606	159						
2019-10-02	보은대추축제	남자	50대	877	279						
2019-10-02	보은대추축제	남자	60대	576	204						
2019-10-02	보은대추축제	남자	70대이상	296	54						
2019-10-02	보은대추축제	여자	10대	307	40						
2019-10-02	보은대추축제	여자	10대이하	17	4						
2019-10-02	보은대추축제	여자	20대	244	233						
2019-10-02	보은대추축제	여자	30대	285	112						
2019-10-02	보은대추축제	여자	40대	661	280						
2019-10-02	보은대추축제	여자	50대	715	254						
2019-10-02	보은대추축제	여자	60대	472	185						
2019-10-02	보은대추축제	여자	70대이상	222	64						
2019-10-02	보은대추축제					기타	0				
2019-10-02	보은대추축제					미국	0				
2019-10-02	보은대추축제					베트남	0				
2019-10-02	보은대추축제					일본	31				
2019-10-02	보은대추축제					중국	2				
2019-10-02	보은대추축제					홍콩	5				
2019-10-02	보은대추축제							새벽	785	778	10
2019-10-02	보은대추축제							야간	685	220	5
2019-10-02	보은대추축제							오전	1166	648	8
2019-10-02	보은대추축제							오후	1492	275	6
2019-10-02	보은대추축제							저녁	1241	235	5
2019-10-02	보은대추축제							점심	1176	416	4
2019-10-03	보은대추축제	남자	10대	467	733						
2019-10-03	보은대추축제	남자	10대이하	65	131						
2019-10-03	보은대추축제	남자	20대	330	324						
2019-10-03	보은대추축제	남자	30대	377	488						
2019-10-03	보은대추축제	남자	40대	570	907						
2019-10-03	보은대추축제	남자	50대	1053	761						
2019-10-03	보은대추축제	남자	60대	579	387						
2019-10-03	보은대추축제	남자	70대이상	271	149						
2019-10-03	보은대추축제	여자	10대	363	150						
2019-10-03	보은대추축제	여자	10대이하	33	86						
2019-10-03	보은대추축제	여자	20대	231	303						
2019-10-03	보은대추축제	여자	30대	308	441						
2019-10-03	보은대추축제	여자	40대	534	711						
2019-10-03	보은대추축제	여자	50대	745	631						
2019-10-03	보은대추축제	여자	60대	412	316						
2019-10-03	보은대추축제	여자	70대이상	126	100						
2019-10-03	보은대추축제					기타	7				
2019-10-03	보은대추축제					미국	1				
2019-10-03	보은대추축제					일본	21				
2019-10-03	보은대추축제					중국	0				
2019-10-03	보은대추축제					홍콩	7				
2019-10-03	보은대추축제							새벽	851	542	11
2019-10-03	보은대추축제							야간	728	828	4
2019-10-03	보은대추축제							오전	974	696	7
2019-10-03	보은대추축제							오후	1518	1919	6
2019-10-03	보은대추축제							저녁	1263	1096	4
2019-10-03	보은대추축제							점심	1130	1537	4
2019-10-04	보은대추축제	남자	10대	501	671						
2019-10-04	보은대추축제	남자	10대이하	64	167						
2019-10-04	보은대추축제	남자	20대	338	262						
2019-10-04	보은대추축제	남자	30대	458	372						
2019-10-04	보은대추축제	남자	40대	621	937						
2019-10-04	보은대추축제	남자	50대	1078	580						
2019-10-04	보은대추축제	남자	60대	734	440						
2019-10-04	보은대추축제	남자	70대이상	538	144						
2019-10-04	보은대추축제	여자	10대	411	176						
2019-10-04	보은대추축제	여자	10대이하	37	86						
2019-10-04	보은대추축제	여자	20대	298	253						
2019-10-04	보은대추축제	여자	30대	349	407						
2019-10-04	보은대추축제	여자	40대	685	722						
2019-10-04	보은대추축제	여자	50대	948	710						
2019-10-04	보은대추축제	여자	60대	630	524						
2019-10-04	보은대추축제	여자	70대이상	282	115						
2019-10-04	보은대추축제					기타	4				
2019-10-04	보은대추축제					미국	1				
2019-10-04	보은대추축제					일본	10				
2019-10-04	보은대추축제					중국	3				
2019-10-04	보은대추축제					홍콩	5				
2019-10-04	보은대추축제							새벽	977	1008	14
2019-10-04	보은대추축제							야간	852	970	3
2019-10-04	보은대추축제							오전	1444	892	3
2019-10-04	보은대추축제							오후	1666	1571	0
2019-10-04	보은대추축제							저녁	1472	1110	1
2019-10-04	보은대추축제							점심	1561	1015	2
2019-10-05	보은대추축제	남자	10대	541	639						
2019-10-05	보은대추축제	남자	10대이하	50	137						
2019-10-05	보은대추축제	남자	20대	334	709						
2019-10-05	보은대추축제	남자	30대	364	627						
2019-10-05	보은대추축제	남자	40대	503	1320						
2019-10-05	보은대추축제	남자	50대	854	1103						
2019-10-05	보은대추축제	남자	60대	548	817						
2019-10-05	보은대추축제	남자	70대이상	275	224						
2019-10-05	보은대추축제	여자	10대	420	285						
2019-10-05	보은대추축제	여자	10대이하	14	47						
2019-10-05	보은대추축제	여자	20대	249	561						
2019-10-05	보은대추축제	여자	30대	274	614						
2019-10-05	보은대추축제	여자	40대	511	1058						
2019-10-05	보은대추축제	여자	50대	662	1188						
2019-10-05	보은대추축제	여자	60대	433	774						
2019-10-05	보은대추축제	여자	70대이상	102	205						
2019-10-05	보은대추축제					기타	18				
2019-10-05	보은대추축제					미국	5				
2019-10-05	보은대추축제					중국	0				
2019-10-05	보은대추축제					캐나다	1				
2019-10-05	보은대추축제					프랑스	3				
2019-10-05	보은대추축제					홍콩	5				
2019-10-05	보은대추축제							새벽	937	1870	12
2019-10-05	보은대추축제							야간	644	1197	2
2019-10-05	보은대추축제							오전	1152	1845	6
2019-10-05	보은대추축제							오후	1323	2213	3
2019-10-05	보은대추축제							저녁	1008	1396	5
2019-10-05	보은대추축제							점심	1070	1787	4
2019-10-06	보은대추축제	남자	10대	511	492						
2019-10-06	보은대추축제	남자	10대이하	47	86						
2019-10-06	보은대추축제	남자	20대	318	726						
2019-10-06	보은대추축제	남자	30대	295	647						
2019-10-06	보은대추축제	남자	40대	513	1369						
2019-10-06	보은대추축제	남자	50대	738	1237						
2019-10-06	보은대추축제	남자	60대	535	878						
2019-10-06	보은대추축제	남자	70대이상	261	245						
2019-10-06	보은대추축제	여자	10대	369	274						
2019-10-06	보은대추축제	여자	10대이하	19	50						
2019-10-06	보은대추축제	여자	20대	238	596						
2019-10-06	보은대추축제	여자	30대	300	634						
2019-10-06	보은대추축제	여자	40대	492	966						
2019-10-06	보은대추축제	여자	50대	714	1179						
2019-10-06	보은대추축제	여자	60대	447	705						
2019-10-06	보은대추축제	여자	70대이상	122	212						
2019-10-06	보은대추축제					미국	2				
2019-10-06	보은대추축제					프랑스	2				
2019-10-06	보은대추축제					홍콩	12				
2019-10-06	보은대추축제							새벽	953	2825	5
2019-10-06	보은대추축제							야간	526	228	1
2019-10-06	보은대추축제							오전	1064	2681	5
2019-10-06	보은대추축제							오후	1328	1880	2
2019-10-06	보은대추축제							저녁	1079	431	1
2019-10-06	보은대추축제							점심	969	2251	2
2019-10-07	보은대추축제	남자	10대	537	109						
2019-10-07	보은대추축제	남자	10대이하	28	21						
2019-10-07	보은대추축제	남자	20대	228	161						
2019-10-07	보은대추축제	남자	30대	399	264						
2019-10-07	보은대추축제	남자	40대	587	278						
2019-10-07	보은대추축제	남자	50대	923	421						
2019-10-07	보은대추축제	남자	60대	631	283						
2019-10-07	보은대추축제	남자	70대이상	387	91						
2019-10-07	보은대추축제	여자	10대	369	45						
2019-10-07	보은대추축제	여자	10대이하	26	0						
2019-10-07	보은대추축제	여자	20대	202	162						
2019-10-07	보은대추축제	여자	30대	367	136						
2019-10-07	보은대추축제	여자	40대	583	282						
2019-10-07	보은대추축제	여자	50대	849	372						
2019-10-07	보은대추축제	여자	60대	509	314						
2019-10-07	보은대추축제	여자	70대이상	222	94						
2019-10-07	보은대추축제					미국	6				
2019-10-07	보은대추축제					베트남	4				
2019-10-07	보은대추축제					태국	1				
2019-10-07	보은대추축제					필리핀	3				
2019-10-07	보은대추축제					홍콩	1				
2019-10-07	보은대추축제							새벽	843	522	3
2019-10-07	보은대추축제							야간	619	312	4
2019-10-07	보은대추축제							오전	1253	505	2
2019-10-07	보은대추축제							오후	1618	710	0
2019-10-07	보은대추축제							저녁	1228	383	1
2019-10-07	보은대추축제							점심	1286	601	5
2019-10-08	보은대추축제	남자	10대	518	75						
2019-10-08	보은대추축제	남자	10대이하	52	15						
2019-10-08	보은대추축제	남자	20대	277	189						
2019-10-08	보은대추축제	남자	30대	447	252						
2019-10-08	보은대추축제	남자	40대	579	324						
2019-10-08	보은대추축제	남자	50대	1003	566						
2019-10-08	보은대추축제	남자	60대	536	377						
2019-10-08	보은대추축제	남자	70대이상	346	88						
2019-10-08	보은대추축제	여자	10대	308	41						
2019-10-08	보은대추축제	여자	10대이하	32	3						
2019-10-08	보은대추축제	여자	20대	259	146						
2019-10-08	보은대추축제	여자	30대	393	94						
2019-10-08	보은대추축제	여자	40대	578	415						
2019-10-08	보은대추축제	여자	50대	860	849						
2019-10-08	보은대추축제	여자	60대	536	585						
2019-10-08	보은대추축제	여자	70대이상	235	168						
2019-10-08	보은대추축제					미국	2				
2019-10-08	보은대추축제					중국	1				
2019-10-08	보은대추축제					태국	3				
2019-10-08	보은대추축제					필리핀	16				
2019-10-08	보은대추축제					홍콩	3				
2019-10-08	보은대추축제							새벽	818	429	8
2019-10-08	보은대추축제							야간	721	626	0
2019-10-08	보은대추축제							오전	1218	516	8
2019-10-08	보은대추축제							오후	1551	1043	3
2019-10-08	보은대추축제							저녁	1380	771	0
2019-10-08	보은대추축제							점심	1271	802	6
2019-10-09	보은대추축제	남자	10대	532	149						
2019-10-09	보은대추축제	남자	10대이하	60	20						
2019-10-09	보은대추축제	남자	20대	297	409						
2019-10-09	보은대추축제	남자	30대	390	726						
2019-10-09	보은대추축제	남자	40대	586	878						
2019-10-09	보은대추축제	남자	50대	859	1337						
2019-10-09	보은대추축제	남자	60대	451	827						
2019-10-09	보은대추축제	남자	70대이상	274	243						
2019-10-09	보은대추축제	여자	10대	314	101						
2019-10-09	보은대추축제	여자	10대이하	41	31						
2019-10-09	보은대추축제	여자	20대	199	359						
2019-10-09	보은대추축제	여자	30대	321	595						
2019-10-09	보은대추축제	여자	40대	504	1014						
2019-10-09	보은대추축제	여자	50대	633	1740						
2019-10-09	보은대추축제	여자	60대	389	879						
2019-10-09	보은대추축제	여자	70대이상	138	238						
2019-10-09	보은대추축제					미국	5				
2019-10-09	보은대추축제					캐나다	2				
2019-10-09	보은대추축제					프랑스	0				
2019-10-09	보은대추축제							새벽	870	1234	2
2019-10-09	보은대추축제							야간	652	836	1
2019-10-09	보은대추축제							오전	1001	1453	1
2019-10-09	보은대추축제							오후	1319	2657	0
2019-10-09	보은대추축제							저녁	1115	1068	1
2019-10-09	보은대추축제							점심	1031	2298	2
2019-10-10	보은대추축제	남자	10대	443	47						
2019-10-10	보은대추축제	남자	10대이하	50	5						
2019-10-10	보은대추축제	남자	20대	303	305						
2019-10-10	보은대추축제	남자	30대	450	488						
2019-10-10	보은대추축제	남자	40대	645	513						
2019-10-10	보은대추축제	남자	50대	995	724						
2019-10-10	보은대추축제	남자	60대	599	470						
2019-10-10	보은대추축제	남자	70대이상	467	158						
2019-10-10	보은대추축제	여자	10대	358	49						
2019-10-10	보은대추축제	여자	10대이하	30	14						
2019-10-10	보은대추축제	여자	20대	255	217						
2019-10-10	보은대추축제	여자	30대	365	270						
2019-10-10	보은대추축제	여자	40대	658	434						
2019-10-10	보은대추축제	여자	50대	924	630						
2019-10-10	보은대추축제	여자	60대	529	390						
2019-10-10	보은대추축제	여자	70대이상	242	143						
2019-10-10	보은대추축제					기타	11				
2019-10-10	보은대추축제					독일	1				
2019-10-10	보은대추축제					말레이시아	1				
2019-10-10	보은대추축제					미국	1				
2019-10-10	보은대추축제					중국	15				
2019-10-10	보은대추축제							새벽	848	1178	1
2019-10-10	보은대추축제							야간	686	374	12
2019-10-10	보은대추축제							오전	1389	1122	0
2019-10-10	보은대추축제							오후	1661	773	5
2019-10-10	보은대추축제							저녁	1360	514	11
2019-10-10	보은대추축제							점심	1369	896	0
2019-10-11	보은대추축제	남자	10대	558	81						
2019-10-11	보은대추축제	남자	10대이하	48	17						
2019-10-11	보은대추축제	남자	20대	409	546						
2019-10-11	보은대추축제	남자	30대	602	674						
2019-10-11	보은대추축제	남자	40대	765	1300						
2019-10-11	보은대추축제	남자	50대	1466	2478						
2019-10-11	보은대추축제	남자	60대	1042	2052						
2019-10-11	보은대추축제	남자	70대이상	588	712						
2019-10-11	보은대추축제	여자	10대	436	128						
2019-10-11	보은대추축제	여자	10대이하	51	16						
2019-10-11	보은대추축제	여자	20대	395	522						
2019-10-11	보은대추축제	여자	30대	520	685						
2019-10-11	보은대추축제	여자	40대	859	1940						
2019-10-11	보은대추축제	여자	50대	1555	4128						
2019-10-11	보은대추축제	여자	60대	1001	2336						
2019-10-11	보은대추축제	여자	70대이상	303	732						
2019-10-11	보은대추축제					기타	9				
2019-10-11	보은대추축제					미국	7				
2019-10-11	보은대추축제					베트남	1				
2019-10-11	보은대추축제					일본	9				
2019-10-11	보은대추축제					중국	70				
2019-10-11	보은대추축제					프랑스	2				
2019-10-11	보은대추축제					홍콩	1				
2019-10-11	보은대추축제							새벽	736	745	17
2019-10-11	보은대추축제							야간	1264	2537	19
2019-10-11	보은대추축제							오전	1788	1295	12
2019-10-11	보은대추축제							오후	2613	6056	20
2019-10-11	보은대추축제							저녁	2364	3734	16
2019-10-11	보은대추축제							점심	1833	3980	15
2019-10-12	보은대추축제	남자	10대	587	814						
2019-10-12	보은대추축제	남자	10대이하	55	323						
2019-10-12	보은대추축제	남자	20대	474	1322						
2019-10-12	보은대추축제	남자	30대	563	2297						
2019-10-12	보은대추축제	남자	40대	866	3653						
2019-10-12	보은대추축제	남자	50대	1344	6433						
2019-10-12	보은대추축제	남자	60대	868	4507						
2019-10-12	보은대추축제	남자	70대이상	438	1346						
2019-10-12	보은대추축제	여자	10대	500	649						
2019-10-12	보은대추축제	여자	10대이하	29	194						
2019-10-12	보은대추축제	여자	20대	427	1564						
2019-10-12	보은대추축제	여자	30대	478	2689						
2019-10-12	보은대추축제	여자	40대	791	4518						
2019-10-12	보은대추축제	여자	50대	1458	8835						
2019-10-12	보은대추축제	여자	60대	857	4920						
2019-10-12	보은대추축제	여자	70대이상	298	1322						
2019-10-12	보은대추축제					미국	10				
2019-10-12	보은대추축제					일본	23				
2019-10-12	보은대추축제					중국	47				
2019-10-12	보은대추축제					프랑스	5				
2019-10-12	보은대추축제					홍콩	9				
2019-10-12	보은대추축제							새벽	866	4461	30
2019-10-12	보은대추축제							야간	990	3180	7
2019-10-12	보은대추축제							오전	1652	5951	29
2019-10-12	보은대추축제							오후	2677	14921	6
2019-10-12	보은대추축제							저녁	2014	6808	8
2019-10-12	보은대추축제							점심	1834	10065	14
2019-10-13	보은대추축제	남자	10대	518	1016						
2019-10-13	보은대추축제	남자	10대이하	83	328						
2019-10-13	보은대추축제	남자	20대	415	1232						
2019-10-13	보은대추축제	남자	30대	479	2601						
2019-10-13	보은대추축제	남자	40대	654	3988						
2019-10-13	보은대추축제	남자	50대	1238	7712						
2019-10-13	보은대추축제	남자	60대	841	5913						
2019-10-13	보은대추축제	남자	70대이상	433	1467						
2019-10-13	보은대추축제	여자	10대	392	655						
2019-10-13	보은대추축제	여자	10대이하	36	259						
2019-10-13	보은대추축제	여자	20대	445	1570						
2019-10-13	보은대추축제	여자	30대	507	3217						
2019-10-13	보은대추축제	여자	40대	727	4327						
2019-10-13	보은대추축제	여자	50대	1359	9895						
2019-10-13	보은대추축제	여자	60대	820	5189						
2019-10-13	보은대추축제	여자	70대이상	260	1170						
2019-10-13	보은대추축제					기타	1				
2019-10-13	보은대추축제					미국	10				
2019-10-13	보은대추축제					싱가포르	1				
2019-10-13	보은대추축제					일본	25				
2019-10-13	보은대추축제					중국	17				
2019-10-13	보은대추축제					프랑스	2				
2019-10-13	보은대추축제					호주	1				
2019-10-13	보은대추축제					홍콩	1				
2019-10-13	보은대추축제							새벽	836	4932	17
2019-10-13	보은대추축제							야간	691	1223	8
2019-10-13	보은대추축제							오전	1533	6389	14
2019-10-13	보은대추축제							오후	2701	19101	10
2019-10-13	보은대추축제							저녁	1602	4046	3
2019-10-13	보은대추축제							점심	1844	14848	6
2019-10-14	보은대추축제	남자	10대	491	99						
2019-10-14	보은대추축제	남자	10대이하	46	6						
2019-10-14	보은대추축제	남자	20대	394	376						
2019-10-14	보은대추축제	남자	30대	547	623						
2019-10-14	보은대추축제	남자	40대	725	1080						
2019-10-14	보은대추축제	남자	50대	1322	2094						
2019-10-14	보은대추축제	남자	60대	782	1934						
2019-10-14	보은대추축제	남자	70대이상	437	863						
2019-10-14	보은대추축제	여자	10대	334	93						
2019-10-14	보은대추축제	여자	10대이하	20	5						
2019-10-14	보은대추축제	여자	20대	379	676						
2019-10-14	보은대추축제	여자	30대	427	614						
2019-10-14	보은대추축제	여자	40대	848	923						
2019-10-14	보은대추축제	여자	50대	1318	2895						
2019-10-14	보은대추축제	여자	60대	816	2153						
2019-10-14	보은대추축제	여자	70대이상	345	991						
2019-10-14	보은대추축제					미국	6				
2019-10-14	보은대추축제					일본	3				
2019-10-14	보은대추축제					중국	10				
2019-10-14	보은대추축제					태국	2				
2019-10-14	보은대추축제					프랑스	2				
2019-10-14	보은대추축제							새벽	794	1235	9
2019-10-14	보은대추축제							야간	896	826	1
2019-10-14	보은대추축제							오전	1596	1479	7
2019-10-14	보은대추축제							오후	2297	5698	3
2019-10-14	보은대추축제							저녁	1968	2085	1
2019-10-14	보은대추축제							점심	1680	4102	2
2019-10-15	보은대추축제	남자	10대	453	169						
2019-10-15	보은대추축제	남자	10대이하	67	7						
2019-10-15	보은대추축제	남자	20대	340	450						
2019-10-15	보은대추축제	남자	30대	571	688						
2019-10-15	보은대추축제	남자	40대	669	1043						
2019-10-15	보은대추축제	남자	50대	1201	2186						
2019-10-15	보은대추축제	남자	60대	832	2258						
2019-10-15	보은대추축제	남자	70대이상	423	1159						
2019-10-15	보은대추축제	여자	10대	313	96						
2019-10-15	보은대추축제	여자	10대이하	24	0						
2019-10-15	보은대추축제	여자	20대	357	380						
2019-10-15	보은대추축제	여자	30대	431	538						
2019-10-15	보은대추축제	여자	40대	861	954						
2019-10-15	보은대추축제	여자	50대	1265	3209						
2019-10-15	보은대추축제	여자	60대	882	2292						
2019-10-15	보은대추축제	여자	70대이상	321	1019						
2019-10-15	보은대추축제					미국	11				
2019-10-15	보은대추축제					싱가포르	2				
2019-10-15	보은대추축제					중국	6				
2019-10-15	보은대추축제					태국	5				
2019-10-15	보은대추축제					프랑스	3				
2019-10-15	보은대추축제							새벽	843	1052	4
2019-10-15	보은대추축제							야간	727	842	1
2019-10-15	보은대추축제							오전	1729	1843	7
2019-10-15	보은대추축제							오후	2413	6206	5
2019-10-15	보은대추축제							저녁	1573	1663	4
2019-10-15	보은대추축제							점심	1725	4842	6
2019-10-16	보은대추축제	남자	10대	444	892						
2019-10-16	보은대추축제	남자	10대이하	27	5						
2019-10-16	보은대추축제	남자	20대	352	348						
2019-10-16	보은대추축제	남자	30대	538	659						
2019-10-16	보은대추축제	남자	40대	669	874						
2019-10-16	보은대추축제	남자	50대	1091	1895						
2019-10-16	보은대추축제	남자	60대	798	2099						
2019-10-16	보은대추축제	남자	70대이상	460	1110						
2019-10-16	보은대추축제	여자	10대	360	353						
2019-10-16	보은대추축제	여자	10대이하	28	5						
2019-10-16	보은대추축제	여자	20대	339	347						
2019-10-16	보은대추축제	여자	30대	479	414						
2019-10-16	보은대추축제	여자	40대	777	926						
2019-10-16	보은대추축제	여자	50대	1249	2602						
2019-10-16	보은대추축제	여자	60대	762	2039						
2019-10-16	보은대추축제	여자	70대이상	340	815						
2019-10-16	보은대추축제					기타	9				
2019-10-16	보은대추축제					독일	2				
2019-10-16	보은대추축제					미국	0				
2019-10-16	보은대추축제					태국	5				
2019-10-16	보은대추축제							새벽	737	1230	0
2019-10-16	보은대추축제							야간	736	1027	1
2019-10-16	보은대추축제							오전	1557	1762	6
2019-10-16	보은대추축제							오후	2359	5213	0
2019-10-16	보은대추축제							저녁	1581	1834	1
2019-10-16	보은대추축제							점심	1743	4317	8
2019-10-17	보은대추축제	남자	10대	433	1574						
2019-10-17	보은대추축제	남자	10대이하	42	15						
2019-10-17	보은대추축제	남자	20대	339	398						
2019-10-17	보은대추축제	남자	30대	479	501						
2019-10-17	보은대추축제	남자	40대	704	974						
2019-10-17	보은대추축제	남자	50대	1197	1898						
