일자	축제 명	성별	연령대	현지인 관광객 수(성별_연령)	외지인 관광객 수(성별_연령)	국적명	외국인 관광객 수(국적)	시간대	현지인 관광객 수(시간대)	외지인 관광객 수(시간대)	외국인 관광객 수(시간대)
2019-05-19	세종대왕과초정약수축제	여자	30대	15	28						
2019-05-19	세종대왕과초정약수축제	여자	40대	30	58						
2019-05-19	세종대왕과초정약수축제	여자	50대	60	244						
2019-05-19	세종대왕과초정약수축제	여자	60대	23	67						
2019-05-19	세종대왕과초정약수축제	여자	70대이상	8	17						
2019-05-19	세종대왕과초정약수축제							새벽	5	29	0
2019-05-19	세종대왕과초정약수축제							야간	2	16	0
2019-05-19	세종대왕과초정약수축제							오전	60	204	0
2019-05-19	세종대왕과초정약수축제							오후	121	322	0
2019-05-19	세종대왕과초정약수축제							저녁	27	107	0
2019-05-19	세종대왕과초정약수축제							점심	128	339	0
2019-05-20	세종대왕과초정약수축제	남자	10대	9	0						
2019-05-20	세종대왕과초정약수축제	남자	20대	7	39						
2019-05-20	세종대왕과초정약수축제	남자	30대	10	46						
2019-05-20	세종대왕과초정약수축제	남자	40대	10	27						
2019-05-20	세종대왕과초정약수축제	남자	50대	31	33						
2019-05-20	세종대왕과초정약수축제	남자	60대	8	24						
2019-05-20	세종대왕과초정약수축제	남자	70대이상	5	10						
2019-05-20	세종대왕과초정약수축제	여자	10대	0	5						
2019-05-20	세종대왕과초정약수축제	여자	20대	10	2						
2019-05-20	세종대왕과초정약수축제	여자	30대	4	30						
2019-05-20	세종대왕과초정약수축제	여자	40대	26	13						
2019-05-20	세종대왕과초정약수축제	여자	50대	29	74						
2019-05-20	세종대왕과초정약수축제	여자	60대	14	11						
2019-05-20	세종대왕과초정약수축제	여자	70대이상	3	6						
2019-05-20	세종대왕과초정약수축제							새벽	0	2	0
2019-05-20	세종대왕과초정약수축제							야간	9	13	0
2019-05-20	세종대왕과초정약수축제							오전	46	68	0
2019-05-20	세종대왕과초정약수축제							오후	55	140	0
2019-05-20	세종대왕과초정약수축제							저녁	14	39	0
2019-05-20	세종대왕과초정약수축제							점심	42	58	0
2019-05-21	세종대왕과초정약수축제	남자	10대	8	0						
2019-05-21	세종대왕과초정약수축제	남자	20대	9	43						
2019-05-21	세종대왕과초정약수축제	남자	30대	26	39						
2019-05-21	세종대왕과초정약수축제	남자	40대	26	55						
2019-05-21	세종대왕과초정약수축제	남자	50대	57	82						
2019-05-21	세종대왕과초정약수축제	남자	60대	17	49						
2019-05-21	세종대왕과초정약수축제	남자	70대이상	0	6						
2019-05-21	세종대왕과초정약수축제	여자	10대	0	20						
2019-05-21	세종대왕과초정약수축제	여자	20대	3	2						
2019-05-21	세종대왕과초정약수축제	여자	30대	12	15						
2019-05-21	세종대왕과초정약수축제	여자	40대	20	28						
2019-05-21	세종대왕과초정약수축제	여자	50대	36	56						
2019-05-21	세종대왕과초정약수축제	여자	60대	13	38						
2019-05-21	세종대왕과초정약수축제	여자	70대이상	0	13						
2019-05-21	세종대왕과초정약수축제							새벽	15	15	0
2019-05-21	세종대왕과초정약수축제							야간	10	13	0
2019-05-21	세종대왕과초정약수축제							오전	55	81	0
2019-05-21	세종대왕과초정약수축제							오후	75	167	0
2019-05-21	세종대왕과초정약수축제							저녁	14	42	0
2019-05-21	세종대왕과초정약수축제							점심	58	128	0
2019-05-22	세종대왕과초정약수축제	남자	10대	5	0						
2019-05-22	세종대왕과초정약수축제	남자	20대	11	16						
2019-05-22	세종대왕과초정약수축제	남자	30대	15	27						
2019-05-22	세종대왕과초정약수축제	남자	40대	7	43						
2019-05-22	세종대왕과초정약수축제	남자	50대	41	62						
2019-05-22	세종대왕과초정약수축제	남자	60대	2	43						
2019-05-22	세종대왕과초정약수축제	남자	70대이상	8	24						
2019-05-22	세종대왕과초정약수축제	여자	10대	0	8						
2019-05-22	세종대왕과초정약수축제	여자	20대	2	8						
2019-05-22	세종대왕과초정약수축제	여자	30대	8	5						
2019-05-22	세종대왕과초정약수축제	여자	40대	27	9						
2019-05-22	세종대왕과초정약수축제	여자	50대	23	35						
2019-05-22	세종대왕과초정약수축제	여자	60대	32	30						
2019-05-22	세종대왕과초정약수축제	여자	70대이상	1	5						
2019-05-22	세종대왕과초정약수축제							새벽	9	14	0
2019-05-22	세종대왕과초정약수축제							야간	9	8	0
2019-05-22	세종대왕과초정약수축제							오전	52	88	0
2019-05-22	세종대왕과초정약수축제							오후	59	106	0
2019-05-22	세종대왕과초정약수축제							저녁	21	22	0
2019-05-22	세종대왕과초정약수축제							점심	32	77	0
2019-05-23	세종대왕과초정약수축제	남자	10대	0	12						
2019-05-23	세종대왕과초정약수축제	남자	20대	20	36						
2019-05-23	세종대왕과초정약수축제	남자	30대	10	44						
2019-05-23	세종대왕과초정약수축제	남자	40대	15	67						
2019-05-23	세종대왕과초정약수축제	남자	50대	75	76						
2019-05-23	세종대왕과초정약수축제	남자	60대	14	43						
2019-05-23	세종대왕과초정약수축제	남자	70대이상	12	6						
2019-05-23	세종대왕과초정약수축제	여자	20대	4	7						
2019-05-23	세종대왕과초정약수축제	여자	30대	10	7						
2019-05-23	세종대왕과초정약수축제	여자	40대	34	51						
2019-05-23	세종대왕과초정약수축제	여자	50대	45	65						
2019-05-23	세종대왕과초정약수축제	여자	60대	16	33						
2019-05-23	세종대왕과초정약수축제	여자	70대이상	7	13						
2019-05-23	세종대왕과초정약수축제					태국	4				
2019-05-23	세종대왕과초정약수축제							새벽	13	7	0
2019-05-23	세종대왕과초정약수축제							야간	9	8	0
2019-05-23	세종대왕과초정약수축제							오전	59	103	0
2019-05-23	세종대왕과초정약수축제							오후	77	146	2
2019-05-23	세종대왕과초정약수축제							저녁	39	44	0
2019-05-23	세종대왕과초정약수축제							점심	65	152	2
2019-05-24	세종대왕과초정약수축제	남자	20대	13	26						
2019-05-24	세종대왕과초정약수축제	남자	30대	5	44						
2019-05-24	세종대왕과초정약수축제	남자	40대	10	50						
2019-05-24	세종대왕과초정약수축제	남자	50대	76	70						
2019-05-24	세종대왕과초정약수축제	남자	60대	16	56						
2019-05-24	세종대왕과초정약수축제	남자	70대이상	10	35						
2019-05-24	세종대왕과초정약수축제	여자	20대	0	2						
2019-05-24	세종대왕과초정약수축제	여자	30대	3	15						
2019-05-24	세종대왕과초정약수축제	여자	40대	31	15						
2019-05-24	세종대왕과초정약수축제	여자	50대	36	86						
2019-05-24	세종대왕과초정약수축제	여자	60대	21	33						
2019-05-24	세종대왕과초정약수축제	여자	70대이상	0	23						
2019-05-24	세종대왕과초정약수축제							새벽	12	13	0
2019-05-24	세종대왕과초정약수축제							야간	9	36	0
2019-05-24	세종대왕과초정약수축제							오전	50	86	0
2019-05-24	세종대왕과초정약수축제							오후	67	152	0
2019-05-24	세종대왕과초정약수축제							저녁	28	40	0
2019-05-24	세종대왕과초정약수축제							점심	55	128	0
2019-05-25	세종대왕과초정약수축제	남자	10대	0	16						
2019-05-25	세종대왕과초정약수축제	남자	10대이하	0	4						
2019-05-25	세종대왕과초정약수축제	남자	20대	31	83						
2019-05-25	세종대왕과초정약수축제	남자	30대	15	60						
2019-05-25	세종대왕과초정약수축제	남자	40대	21	69						
2019-05-25	세종대왕과초정약수축제	남자	50대	45	104						
2019-05-25	세종대왕과초정약수축제	남자	60대	3	85						
2019-05-25	세종대왕과초정약수축제	남자	70대이상	25	60						
2019-05-25	세종대왕과초정약수축제	여자	10대	22	8						
2019-05-25	세종대왕과초정약수축제	여자	20대	7	7						
2019-05-25	세종대왕과초정약수축제	여자	30대	3	69						
2019-05-25	세종대왕과초정약수축제	여자	40대	13	30						
2019-05-25	세종대왕과초정약수축제	여자	50대	38	108						
2019-05-25	세종대왕과초정약수축제	여자	60대	30	36						
2019-05-25	세종대왕과초정약수축제	여자	70대이상	0	17						
2019-05-25	세종대왕과초정약수축제							새벽	11	53	0
2019-05-25	세종대왕과초정약수축제							야간	6	30	0
2019-05-25	세종대왕과초정약수축제							오전	46	180	0
2019-05-25	세종대왕과초정약수축제							오후	70	261	0
2019-05-25	세종대왕과초정약수축제							저녁	33	84	0
2019-05-25	세종대왕과초정약수축제							점심	87	148	0
2019-05-26	세종대왕과초정약수축제	남자	10대	0	18						
2019-05-26	세종대왕과초정약수축제	남자	10대이하	0	15						
2019-05-26	세종대왕과초정약수축제	남자	20대	17	57						
2019-05-26	세종대왕과초정약수축제	남자	30대	27	66						
2019-05-26	세종대왕과초정약수축제	남자	40대	17	68						
2019-05-26	세종대왕과초정약수축제	남자	50대	43	185						
2019-05-26	세종대왕과초정약수축제	남자	60대	28	123						
2019-05-26	세종대왕과초정약수축제	남자	70대이상	24	35						
2019-05-26	세종대왕과초정약수축제	여자	10대	26	4						
2019-05-26	세종대왕과초정약수축제	여자	10대이하	0	10						
2019-05-26	세종대왕과초정약수축제	여자	20대	5	16						
2019-05-26	세종대왕과초정약수축제	여자	30대	10	92						
2019-05-26	세종대왕과초정약수축제	여자	40대	31	54						
2019-05-26	세종대왕과초정약수축제	여자	50대	45	200						
2019-05-26	세종대왕과초정약수축제	여자	60대	20	40						
2019-05-26	세종대왕과초정약수축제	여자	70대이상	2	15						
2019-05-26	세종대왕과초정약수축제							새벽	8	79	0
2019-05-26	세종대왕과초정약수축제							야간	11	15	0
2019-05-26	세종대왕과초정약수축제							오전	47	178	0
2019-05-26	세종대왕과초정약수축제							오후	101	340	0
2019-05-26	세종대왕과초정약수축제							저녁	34	94	0
2019-05-26	세종대왕과초정약수축제							점심	94	292	0
2019-05-27	세종대왕과초정약수축제	남자	20대	10	24						
2019-05-27	세종대왕과초정약수축제	남자	30대	7	37						
2019-05-27	세종대왕과초정약수축제	남자	40대	3	35						
2019-05-27	세종대왕과초정약수축제	남자	50대	54	40						
2019-05-27	세종대왕과초정약수축제	남자	60대	8	27						
2019-05-27	세종대왕과초정약수축제	남자	70대이상	33	31						
2019-05-27	세종대왕과초정약수축제	여자	10대	12	5						
2019-05-27	세종대왕과초정약수축제	여자	20대	4	5						
2019-05-27	세종대왕과초정약수축제	여자	30대	3	7						
2019-05-27	세종대왕과초정약수축제	여자	40대	8	7						
2019-05-27	세종대왕과초정약수축제	여자	50대	21	65						
2019-05-27	세종대왕과초정약수축제	여자	60대	18	36						
2019-05-27	세종대왕과초정약수축제	여자	70대이상	3	17						
2019-05-27	세종대왕과초정약수축제							새벽	14	2	0
2019-05-27	세종대왕과초정약수축제							야간	7	2	0
2019-05-27	세종대왕과초정약수축제							오전	50	92	0
2019-05-27	세종대왕과초정약수축제							오후	49	119	0
2019-05-27	세종대왕과초정약수축제							저녁	22	17	0
2019-05-27	세종대왕과초정약수축제							점심	42	104	0
2019-05-28	세종대왕과초정약수축제	남자	10대	6	0						
2019-05-28	세종대왕과초정약수축제	남자	20대	6	15						
2019-05-28	세종대왕과초정약수축제	남자	30대	26	33						
2019-05-28	세종대왕과초정약수축제	남자	40대	7	52						
2019-05-28	세종대왕과초정약수축제	남자	50대	76	45						
2019-05-28	세종대왕과초정약수축제	남자	60대	15	38						
2019-05-28	세종대왕과초정약수축제	남자	70대이상	25	35						
2019-05-28	세종대왕과초정약수축제	여자	10대	9	0						
2019-05-28	세종대왕과초정약수축제	여자	20대	1	5						
2019-05-28	세종대왕과초정약수축제	여자	30대	1	24						
2019-05-28	세종대왕과초정약수축제	여자	40대	24	28						
2019-05-28	세종대왕과초정약수축제	여자	50대	31	71						
2019-05-28	세종대왕과초정약수축제	여자	60대	12	23						
2019-05-28	세종대왕과초정약수축제	여자	70대이상	21	3						
2019-05-28	세종대왕과초정약수축제							새벽	17	2	0
2019-05-28	세종대왕과초정약수축제							야간	2	5	0
2019-05-28	세종대왕과초정약수축제							오전	61	84	0
2019-05-28	세종대왕과초정약수축제							오후	67	113	0
2019-05-28	세종대왕과초정약수축제							저녁	20	23	0
2019-05-28	세종대왕과초정약수축제							점심	93	145	0
2019-05-29	세종대왕과초정약수축제	남자	10대	10	0						
2019-05-29	세종대왕과초정약수축제	남자	20대	13	46						
2019-05-29	세종대왕과초정약수축제	남자	30대	29	22						
2019-05-29	세종대왕과초정약수축제	남자	40대	4	37						
2019-05-29	세종대왕과초정약수축제	남자	50대	85	94						
2019-05-29	세종대왕과초정약수축제	남자	60대	11	59						
2019-05-29	세종대왕과초정약수축제	남자	70대이상	14	30						
2019-05-29	세종대왕과초정약수축제	여자	20대	1	2						
2019-05-29	세종대왕과초정약수축제	여자	30대	5	13						
2019-05-29	세종대왕과초정약수축제	여자	40대	33	24						
2019-05-29	세종대왕과초정약수축제	여자	50대	30	64						
2019-05-29	세종대왕과초정약수축제	여자	60대	20	31						
2019-05-29	세종대왕과초정약수축제	여자	70대이상	10	3						
2019-05-29	세종대왕과초정약수축제							새벽	12	4	0
2019-05-29	세종대왕과초정약수축제							야간	8	5	0
2019-05-29	세종대왕과초정약수축제							오전	49	77	0
2019-05-29	세종대왕과초정약수축제							오후	79	155	0
2019-05-29	세종대왕과초정약수축제							저녁	37	58	0
2019-05-29	세종대왕과초정약수축제							점심	80	126	0
2019-05-30	세종대왕과초정약수축제	남자	10대	1	0						
2019-05-30	세종대왕과초정약수축제	남자	20대	3	54						
2019-05-30	세종대왕과초정약수축제	남자	30대	23	81						
2019-05-30	세종대왕과초정약수축제	남자	40대	26	28						
2019-05-30	세종대왕과초정약수축제	남자	50대	68	104						
2019-05-30	세종대왕과초정약수축제	남자	60대	36	23						
2019-05-30	세종대왕과초정약수축제	남자	70대이상	10	29						
2019-05-30	세종대왕과초정약수축제	여자	10대	4	0						
2019-05-30	세종대왕과초정약수축제	여자	10대이하	0	3						
2019-05-30	세종대왕과초정약수축제	여자	20대	0	7						
2019-05-30	세종대왕과초정약수축제	여자	30대	3	11						
2019-05-30	세종대왕과초정약수축제	여자	40대	30	18						
2019-05-30	세종대왕과초정약수축제	여자	50대	19	52						
2019-05-30	세종대왕과초정약수축제	여자	60대	26	19						
2019-05-30	세종대왕과초정약수축제	여자	70대이상	0	17						
2019-05-30	세종대왕과초정약수축제							새벽	10	13	0
2019-05-30	세종대왕과초정약수축제							야간	6	16	0
2019-05-30	세종대왕과초정약수축제							오전	61	93	0
2019-05-30	세종대왕과초정약수축제							오후	82	158	0
2019-05-30	세종대왕과초정약수축제							저녁	21	37	0
2019-05-30	세종대왕과초정약수축제							점심	69	129	0
2019-05-31	세종대왕과초정약수축제	남자	10대	12	64						
2019-05-31	세종대왕과초정약수축제	남자	10대이하	3	0						
2019-05-31	세종대왕과초정약수축제	남자	20대	55	176						
2019-05-31	세종대왕과초정약수축제	남자	30대	59	137						
2019-05-31	세종대왕과초정약수축제	남자	40대	125	223						
2019-05-31	세종대왕과초정약수축제	남자	50대	292	474						
2019-05-31	세종대왕과초정약수축제	남자	60대	108	330						
2019-05-31	세종대왕과초정약수축제	남자	70대이상	157	156						
2019-05-31	세종대왕과초정약수축제	여자	10대	36	10						
2019-05-31	세종대왕과초정약수축제	여자	10대이하	9	1						
2019-05-31	세종대왕과초정약수축제	여자	20대	29	124						
2019-05-31	세종대왕과초정약수축제	여자	30대	53	94						
2019-05-31	세종대왕과초정약수축제	여자	40대	188	208						
2019-05-31	세종대왕과초정약수축제	여자	50대	176	440						
2019-05-31	세종대왕과초정약수축제	여자	60대	205	249						
2019-05-31	세종대왕과초정약수축제	여자	70대이상	31	125						
2019-05-31	세종대왕과초정약수축제					중국	6				
2019-05-31	세종대왕과초정약수축제							새벽	28	50	0
2019-05-31	세종대왕과초정약수축제							야간	61	82	0
2019-05-31	세종대왕과초정약수축제							오전	153	277	0
2019-05-31	세종대왕과초정약수축제							오후	382	906	6
2019-05-31	세종대왕과초정약수축제							저녁	605	946	0
2019-05-31	세종대왕과초정약수축제							점심	309	550	0
2019-06-01	세종대왕과초정약수축제	남자	10대	60	94						
2019-06-01	세종대왕과초정약수축제	남자	10대이하	21	20						
2019-06-01	세종대왕과초정약수축제	남자	20대	56	156						
2019-06-01	세종대왕과초정약수축제	남자	30대	143	261						
2019-06-01	세종대왕과초정약수축제	남자	40대	127	402						
2019-06-01	세종대왕과초정약수축제	남자	50대	214	476						
2019-06-01	세종대왕과초정약수축제	남자	60대	190	444						
2019-06-01	세종대왕과초정약수축제	남자	70대이상	98	185						
2019-06-01	세종대왕과초정약수축제	여자	10대	76	66						
2019-06-01	세종대왕과초정약수축제	여자	10대이하	27	55						
2019-06-01	세종대왕과초정약수축제	여자	20대	58	211						
2019-06-01	세종대왕과초정약수축제	여자	30대	174	433						
2019-06-01	세종대왕과초정약수축제	여자	40대	194	488						
2019-06-01	세종대왕과초정약수축제	여자	50대	231	566						
2019-06-01	세종대왕과초정약수축제	여자	60대	127	315						
2019-06-01	세종대왕과초정약수축제	여자	70대이상	85	164						
2019-06-01	세종대왕과초정약수축제							새벽	26	60	0
2019-06-01	세종대왕과초정약수축제							야간	40	58	0
2019-06-01	세종대왕과초정약수축제							오전	112	251	0
2019-06-01	세종대왕과초정약수축제							오후	775	1991	0
2019-06-01	세종대왕과초정약수축제							저녁	461	934	0
2019-06-01	세종대왕과초정약수축제							점심	467	1042	0
2019-06-02	세종대왕과초정약수축제	남자	10대	33	97						
2019-06-02	세종대왕과초정약수축제	남자	10대이하	13	51						
2019-06-02	세종대왕과초정약수축제	남자	20대	70	126						
2019-06-02	세종대왕과초정약수축제	남자	30대	98	190						
2019-06-02	세종대왕과초정약수축제	남자	40대	141	358						
2019-06-02	세종대왕과초정약수축제	남자	50대	175	496						
2019-06-02	세종대왕과초정약수축제	남자	60대	125	399						
2019-06-02	세종대왕과초정약수축제	남자	70대이상	93	133						
2019-06-02	세종대왕과초정약수축제	여자	10대	63	51						
2019-06-02	세종대왕과초정약수축제	여자	10대이하	13	66						
2019-06-02	세종대왕과초정약수축제	여자	20대	32	186						
2019-06-02	세종대왕과초정약수축제	여자	30대	137	334						
2019-06-02	세종대왕과초정약수축제	여자	40대	245	375						
2019-06-02	세종대왕과초정약수축제	여자	50대	181	461						
2019-06-02	세종대왕과초정약수축제	여자	60대	110	272						
2019-06-02	세종대왕과초정약수축제	여자	70대이상	69	109						
2019-06-02	세종대왕과초정약수축제							새벽	11	60	0
2019-06-02	세종대왕과초정약수축제							야간	10	10	0
2019-06-02	세종대왕과초정약수축제							오전	128	453	0
2019-06-02	세종대왕과초정약수축제							오후	781	1536	0
2019-06-02	세종대왕과초정약수축제							저녁	176	252	0
2019-06-02	세종대왕과초정약수축제							점심	492	1393	0
2019-06-03	세종대왕과초정약수축제	남자	10대	5	0						
2019-06-03	세종대왕과초정약수축제	남자	20대	8	38						
2019-06-03	세종대왕과초정약수축제	남자	30대	30	18						
2019-06-03	세종대왕과초정약수축제	남자	40대	38	28						
2019-06-03	세종대왕과초정약수축제	남자	50대	37	56						
2019-06-03	세종대왕과초정약수축제	남자	60대	16	59						
2019-06-03	세종대왕과초정약수축제	남자	70대이상	3	26						
2019-06-03	세종대왕과초정약수축제	여자	10대	13	0						
2019-06-03	세종대왕과초정약수축제	여자	20대	0	2						
2019-06-03	세종대왕과초정약수축제	여자	30대	7	18						
2019-06-03	세종대왕과초정약수축제	여자	40대	24	10						
2019-06-03	세종대왕과초정약수축제	여자	50대	42	39						
2019-06-03	세종대왕과초정약수축제	여자	60대	8	26						
2019-06-03	세종대왕과초정약수축제	여자	70대이상	0	8						
2019-06-03	세종대왕과초정약수축제							새벽	9	0	0
2019-06-03	세종대왕과초정약수축제							야간	9	2	0
2019-06-03	세종대왕과초정약수축제							오전	58	91	0
2019-06-03	세종대왕과초정약수축제							오후	70	137	0
2019-06-03	세종대왕과초정약수축제							저녁	25	20	0
2019-06-03	세종대왕과초정약수축제							점심	60	78	0
2019-06-04	세종대왕과초정약수축제	남자	10대	9	2						
2019-06-04	세종대왕과초정약수축제	남자	20대	9	6						
2019-06-04	세종대왕과초정약수축제	남자	30대	40	26						
2019-06-04	세종대왕과초정약수축제	남자	40대	13	63						
2019-06-04	세종대왕과초정약수축제	남자	50대	47	97						
2019-06-04	세종대왕과초정약수축제	남자	60대	11	36						
2019-06-04	세종대왕과초정약수축제	남자	70대이상	12	18						
2019-06-04	세종대왕과초정약수축제	여자	10대	10	0						
2019-06-04	세종대왕과초정약수축제	여자	20대	3	6						
2019-06-04	세종대왕과초정약수축제	여자	30대	6	18						
2019-06-04	세종대왕과초정약수축제	여자	40대	33	16						
2019-06-04	세종대왕과초정약수축제	여자	50대	32	56						
2019-06-04	세종대왕과초정약수축제	여자	60대	11	14						
2019-06-04	세종대왕과초정약수축제	여자	70대이상	19	6						
2019-06-04	세종대왕과초정약수축제							새벽	13	0	0
2019-06-04	세종대왕과초정약수축제							야간	9	0	0
2019-06-04	세종대왕과초정약수축제							오전	56	74	0
2019-06-04	세종대왕과초정약수축제							오후	74	112	0
2019-06-04	세종대왕과초정약수축제							저녁	47	59	0
2019-06-04	세종대왕과초정약수축제							점심	56	119	0
2019-06-05	세종대왕과초정약수축제	남자	10대	10	0						
2019-06-05	세종대왕과초정약수축제	남자	20대	35	68						
2019-06-05	세종대왕과초정약수축제	남자	30대	29	5						
2019-06-05	세종대왕과초정약수축제	남자	40대	37	62						
2019-06-05	세종대왕과초정약수축제	남자	50대	66	76						
2019-06-05	세종대왕과초정약수축제	남자	60대	8	49						
2019-06-05	세종대왕과초정약수축제	남자	70대이상	1	18						
2019-06-05	세종대왕과초정약수축제	여자	10대	10	0						
2019-06-05	세종대왕과초정약수축제	여자	20대	0	3						
2019-06-05	세종대왕과초정약수축제	여자	30대	8	8						
2019-06-05	세종대왕과초정약수축제	여자	40대	26	9						
2019-06-05	세종대왕과초정약수축제	여자	50대	18	23						
2019-06-05	세종대왕과초정약수축제	여자	60대	6	28						
2019-06-05	세종대왕과초정약수축제	여자	70대이상	4	2						
2019-06-05	세종대왕과초정약수축제							새벽	20	5	0
2019-06-05	세종대왕과초정약수축제							야간	12	5	0
2019-06-05	세종대왕과초정약수축제							오전	68	84	0
2019-06-05	세종대왕과초정약수축제							오후	76	126	0
2019-06-05	세종대왕과초정약수축제							저녁	18	24	0
2019-06-05	세종대왕과초정약수축제							점심	64	107	0
2019-06-06	세종대왕과초정약수축제	남자	10대	0	32						
2019-06-06	세종대왕과초정약수축제	남자	10대이하	0	8						
2019-06-06	세종대왕과초정약수축제	남자	20대	14	37						
2019-06-06	세종대왕과초정약수축제	남자	30대	23	64						
2019-06-06	세종대왕과초정약수축제	남자	40대	61	143						
2019-06-06	세종대왕과초정약수축제	남자	50대	78	146						
2019-06-06	세종대왕과초정약수축제	남자	60대	30	115						
2019-06-06	세종대왕과초정약수축제	남자	70대이상	18	43						
2019-06-06	세종대왕과초정약수축제	여자	10대	10	8						
2019-06-06	세종대왕과초정약수축제	여자	10대이하	0	8						
2019-06-06	세종대왕과초정약수축제	여자	20대	3	29						
2019-06-06	세종대왕과초정약수축제	여자	30대	6	53						
2019-06-06	세종대왕과초정약수축제	여자	40대	37	67						
2019-06-06	세종대왕과초정약수축제	여자	50대	27	164						
2019-06-06	세종대왕과초정약수축제	여자	60대	7	70						
2019-06-06	세종대왕과초정약수축제	여자	70대이상	0	12						
2019-06-06	세종대왕과초정약수축제							새벽	23	18	0
2019-06-06	세종대왕과초정약수축제							야간	5	18	0
2019-06-06	세종대왕과초정약수축제							오전	60	206	0
2019-06-06	세종대왕과초정약수축제							오후	106	391	0
2019-06-06	세종대왕과초정약수축제							저녁	30	107	0
2019-06-06	세종대왕과초정약수축제							점심	90	259	0
2019-06-07	세종대왕과초정약수축제	남자	10대	6	0						
2019-06-07	세종대왕과초정약수축제	남자	10대이하	0	8						
2019-06-07	세종대왕과초정약수축제	남자	20대	24	51						
2019-06-07	세종대왕과초정약수축제	남자	30대	25	53						
2019-06-07	세종대왕과초정약수축제	남자	40대	15	48						
2019-06-07	세종대왕과초정약수축제	남자	50대	54	124						
2019-06-07	세종대왕과초정약수축제	남자	60대	6	70						
2019-06-07	세종대왕과초정약수축제	남자	70대이상	10	8						
2019-06-07	세종대왕과초정약수축제	여자	10대	11	11						
2019-06-07	세종대왕과초정약수축제	여자	20대	0	4						
2019-06-07	세종대왕과초정약수축제	여자	30대	2	24						
2019-06-07	세종대왕과초정약수축제	여자	40대	29	69						
2019-06-07	세종대왕과초정약수축제	여자	50대	30	69						
2019-06-07	세종대왕과초정약수축제	여자	60대	2	30						
2019-06-07	세종대왕과초정약수축제	여자	70대이상	2	24						
2019-06-07	세종대왕과초정약수축제							새벽	8	15	0
2019-06-07	세종대왕과초정약수축제							야간	5	4	0
2019-06-07	세종대왕과초정약수축제							오전	45	120	0
2019-06-07	세종대왕과초정약수축제							오후	77	198	0
2019-06-07	세종대왕과초정약수축제							저녁	18	42	0
2019-06-07	세종대왕과초정약수축제							점심	63	214	0
2019-06-08	세종대왕과초정약수축제	남자	10대	2	0						
2019-06-08	세종대왕과초정약수축제	남자	20대	31	34						
2019-06-08	세종대왕과초정약수축제	남자	30대	15	47						
2019-06-08	세종대왕과초정약수축제	남자	40대	28	70						
2019-06-08	세종대왕과초정약수축제	남자	50대	55	120						
2019-06-08	세종대왕과초정약수축제	남자	60대	31	95						
2019-06-08	세종대왕과초정약수축제	남자	70대이상	2	23						
2019-06-08	세종대왕과초정약수축제	여자	10대	20	6						
2019-06-08	세종대왕과초정약수축제	여자	20대	15	20						
2019-06-08	세종대왕과초정약수축제	여자	30대	0	45						
2019-06-08	세종대왕과초정약수축제	여자	40대	27	43						
2019-06-08	세종대왕과초정약수축제	여자	50대	43	93						
2019-06-08	세종대왕과초정약수축제	여자	60대	15	49						
2019-06-08	세종대왕과초정약수축제	여자	70대이상	22	24						
2019-06-08	세종대왕과초정약수축제							새벽	15	19	0
2019-06-08	세종대왕과초정약수축제							야간	8	35	0
2019-06-08	세종대왕과초정약수축제							오전	48	100	0
2019-06-08	세종대왕과초정약수축제							오후	89	259	0
2019-06-08	세종대왕과초정약수축제							저녁	56	145	0
2019-06-08	세종대왕과초정약수축제							점심	90	111	0
2019-06-09	세종대왕과초정약수축제	남자	10대	5	16						
2019-06-09	세종대왕과초정약수축제	남자	20대	27	31						
2019-06-09	세종대왕과초정약수축제	남자	30대	31	77						
2019-06-09	세종대왕과초정약수축제	남자	40대	26	68						
2019-06-09	세종대왕과초정약수축제	남자	50대	46	207						
2019-06-09	세종대왕과초정약수축제	남자	60대	25	121						
2019-06-09	세종대왕과초정약수축제	남자	70대이상	18	34						
2019-06-09	세종대왕과초정약수축제	여자	10대	39	6						
2019-06-09	세종대왕과초정약수축제	여자	20대	15	42						
2019-06-09	세종대왕과초정약수축제	여자	30대	14	38						
2019-06-09	세종대왕과초정약수축제	여자	40대	31	63						
2019-06-09	세종대왕과초정약수축제	여자	50대	69	172						
2019-06-09	세종대왕과초정약수축제	여자	60대	21	80						
2019-06-09	세종대왕과초정약수축제	여자	70대이상	3	53						
2019-06-09	세종대왕과초정약수축제							새벽	10	14	0
2019-06-09	세종대왕과초정약수축제							야간	9	20	0
2019-06-09	세종대왕과초정약수축제							오전	69	187	0
2019-06-09	세종대왕과초정약수축제							오후	143	321	0
2019-06-09	세종대왕과초정약수축제							저녁	40	82	0
2019-06-09	세종대왕과초정약수축제							점심	99	384	0
2019-06-10	세종대왕과초정약수축제	남자	10대	7	0						
2019-06-10	세종대왕과초정약수축제	남자	20대	1	17						
2019-06-10	세종대왕과초정약수축제	남자	30대	28	43						
2019-06-10	세종대왕과초정약수축제	남자	40대	21	6						
2019-06-10	세종대왕과초정약수축제	남자	50대	46	59						
2019-06-10	세종대왕과초정약수축제	남자	60대	13	47						
2019-06-10	세종대왕과초정약수축제	남자	70대이상	18	9						
2019-06-10	세종대왕과초정약수축제	여자	10대	11	0						
2019-06-10	세종대왕과초정약수축제	여자	20대	0	26						
2019-06-10	세종대왕과초정약수축제	여자	30대	1	21						
